,length,gc
ENSG00000261202,1498,0.47129506
ENSG00000261204,433,0.524249423
ENSG00000261206,2738,0.367056245
ENSG00000261207,565,0.584070796
ENSG00000261210,3411,0.462914101
ENSG00000261211,6640,0.43689759
ENSG00000261212,NA,NA
ENSG00000261213,1410,0.303546099
ENSG00000261216,384,0.479166667
ENSG00000261218,3523,0.51546977
ENSG00000261219,634,0.433753943
ENSG00000261220,1704,0.562206573
ENSG00000261221,3763,0.708743024
ENSG00000261222,3639,0.552624347
ENSG00000261227,1141,0.50832603
ENSG00000261229,758,0.406332454
ENSG00000261231,3019,0.463398476
ENSG00000261235,1030,0.438834951
ENSG00000261236,3841,0.567560531
ENSG00000261238,487,0.527720739
ENSG00000261240,456,0.651315789
ENSG00000261241,6449,0.499612343
ENSG00000261242,1096,0.477189781
ENSG00000261243,596,0.526845638
ENSG00000261244,353,0.609065156
ENSG00000261247,5341,0.423516195
ENSG00000261248,475,0.444210526
ENSG00000261249,1770,0.411864407
ENSG00000261250,3294,0.460230723
ENSG00000261251,1981,0.476022211
ENSG00000261253,1360,0.545588235
ENSG00000261257,1909,0.531168151
ENSG00000261260,1676,0.48150358
ENSG00000261261,3242,0.436458976
ENSG00000261265,800,0.51125
ENSG00000261266,641,0.547581903
ENSG00000261267,438,0.431506849
ENSG00000261268,1899,0.431806214
ENSG00000261272,6019,0.53895996
ENSG00000261273,434,0.592165899
ENSG00000261275,4162,0.554541086
ENSG00000261276,366,0.592896175
ENSG00000261285,2126,0.388523048
ENSG00000261286,2998,0.41927952
ENSG00000261292,2010,0.310447761
ENSG00000261293,502,0.418326693
ENSG00000261294,338,0.662721893
ENSG00000261296,3624,0.379415011
ENSG00000261298,1677,0.374478235
ENSG00000261302,2036,0.479862475
ENSG00000261304,1409,0.424414478
ENSG00000261307,545,0.491743119
ENSG00000261310,565,0.421238938
ENSG00000261312,1379,0.448150834
ENSG00000261313,733,0.386084584
ENSG00000261316,385,0.548051948
ENSG00000261318,578,0.432525952
ENSG00000261319,1281,0.443403591
ENSG00000261320,475,0.757894737
ENSG00000261325,1332,0.503003003
ENSG00000261326,6182,0.369459722
ENSG00000261327,2376,0.546296296
ENSG00000261329,5314,0.486450884
ENSG00000261332,577,0.532062392
ENSG00000261334,1934,0.591520165
ENSG00000261335,1717,0.467676179
ENSG00000261340,2280,0.348245614
ENSG00000261341,780,0.525641026
ENSG00000261346,699,0.52360515
ENSG00000261347,664,0.551204819
ENSG00000261348,1211,0.573080099
ENSG00000261350,480,0.420833333
ENSG00000261351,2168,0.432656827
ENSG00000261357,704,0.413352273
ENSG00000261359,1095,0.605479452
ENSG00000261360,2797,0.481229889
ENSG00000261363,464,0.394396552
ENSG00000261364,928,0.470905172
ENSG00000261366,2268,0.327160494
ENSG00000261367,553,0.535262206
ENSG00000261368,951,0.402733964
ENSG00000261369,870,0.503448276
ENSG00000261371,7741,0.49657667
ENSG00000261373,1753,0.637193383
ENSG00000261376,536,0.367537313
ENSG00000261382,1765,0.40509915
ENSG00000261385,357,0.582633053
ENSG00000261386,1184,0.523648649
ENSG00000261390,4874,0.439885105
ENSG00000261392,753,0.531208499
ENSG00000261393,478,0.627615063
ENSG00000261394,539,0.400742115
ENSG00000261396,530,0.579245283
ENSG00000261397,536,0.48880597
ENSG00000261398,1766,0.496602492
ENSG00000261399,479,0.549060543
ENSG00000261400,5676,0.432170543
ENSG00000261402,3844,0.457075963
ENSG00000261403,571,0.425569177
ENSG00000261404,7473,0.39662786
ENSG00000261407,756,0.521164021
ENSG00000261408,3898,0.601590559
ENSG00000261410,719,0.458970793
ENSG00000261411,2180,0.475688073
ENSG00000261416,811,0.658446363
ENSG00000261420,1636,0.545232274
ENSG00000261421,418,0.363636364
ENSG00000261423,2960,0.408108108
ENSG00000261427,908,0.606828194
ENSG00000261428,NA,NA
ENSG00000261431,187,0.550802139
ENSG00000261432,2780,0.408633094
ENSG00000261433,541,0.569316081
ENSG00000261435,1976,0.475202429
ENSG00000261436,2505,0.389620758
ENSG00000261437,2183,0.463124141
ENSG00000261439,1905,0.521259843
ENSG00000261441,1109,0.530207394
ENSG00000261442,1543,0.578094621
ENSG00000261445,572,0.426573427
ENSG00000261446,4246,0.353980217
ENSG00000261447,965,0.538860104
ENSG00000261448,641,0.555382215
ENSG00000261449,992,0.591733871
ENSG00000261453,2399,0.430179241
ENSG00000261455,1764,0.608276644
ENSG00000261456,2874,0.500695894
ENSG00000261459,1515,0.564356436
ENSG00000261460,3148,0.489834816
ENSG00000261462,1744,0.359518349
ENSG00000261465,1318,0.459787557
ENSG00000261466,660,0.557575758
ENSG00000261467,2776,0.55943804
ENSG00000261470,471,0.394904459
ENSG00000261471,2434,0.520131471
ENSG00000261472,419,0.520286396
ENSG00000261474,449,0.514476615
ENSG00000261475,1664,0.444711538
ENSG00000261478,1456,0.323489011
ENSG00000261480,557,0.653500898
ENSG00000261481,498,0.628514056
ENSG00000261482,499,0.593186373
ENSG00000261485,1351,0.431532198
ENSG00000261488,1937,0.425400103
ENSG00000261489,255,0.509803922
ENSG00000261498,570,0.471929825
ENSG00000261501,2266,0.383936452
ENSG00000261504,1376,0.520348837
ENSG00000261505,4489,0.579861885
ENSG00000261507,540,0.518518519
ENSG00000261509,2182,0.469752521
ENSG00000261512,1591,0.5769956
ENSG00000261513,777,0.763191763
ENSG00000261514,544,0.623161765
ENSG00000261517,4087,0.385123563
ENSG00000261519,1910,0.592670157
ENSG00000261520,2878,0.425642808
ENSG00000261523,579,0.419689119
ENSG00000261526,1689,0.510953227
ENSG00000261532,580,0.610344828
ENSG00000261535,801,0.465667915
ENSG00000261540,488,0.512295082
ENSG00000261541,4147,0.363877502
ENSG00000261542,2054,0.32375852
ENSG00000261543,554,0.557761733
ENSG00000261546,2105,0.604275534
ENSG00000261552,454,0.585903084
ENSG00000261555,1655,0.393353474
ENSG00000261558,4082,0.456638902
ENSG00000261566,714,0.581232493
ENSG00000261568,NA,NA
ENSG00000261569,812,0.460591133
ENSG00000261570,2298,0.472584856
ENSG00000261573,416,0.353365385
ENSG00000261582,529,0.56710775
ENSG00000261583,534,0.550561798
ENSG00000261584,1724,0.407772622
ENSG00000261586,2094,0.557784145
ENSG00000261587,2274,0.649516271
ENSG00000261592,513,0.463937622
ENSG00000261594,2931,0.678949164
ENSG00000261595,2125,0.521882353
ENSG00000261598,NA,NA
ENSG00000261600,528,0.268939394
ENSG00000261602,575,0.382608696
ENSG00000261603,1015,0.487684729
ENSG00000261604,2497,0.367641169
ENSG00000261609,15699,0.420217848
ENSG00000261610,1782,0.446127946
ENSG00000261611,4505,0.448168701
ENSG00000261613,2001,0.511244378
ENSG00000261615,3173,0.45162307
ENSG00000261616,2677,0.414643257
ENSG00000261617,5827,0.429552085
ENSG00000261618,5219,0.370185859
ENSG00000261621,NA,NA
ENSG00000261622,NA,NA
ENSG00000261623,3673,0.51728832
ENSG00000261627,508,0.385826772
ENSG00000261629,596,0.439597315
ENSG00000261630,547,0.511882998
ENSG00000261632,781,0.487836108
ENSG00000261633,556,0.579136691
ENSG00000261634,4852,0.546784831
ENSG00000261636,1458,0.429355281
ENSG00000261637,1912,0.42625523
ENSG00000261638,879,0.357224118
ENSG00000261641,1124,0.676156584
ENSG00000261642,3125,0.41024
ENSG00000261644,3409,0.525080669
ENSG00000261646,2209,0.375735627
ENSG00000261648,540,0.437037037
ENSG00000261650,577,0.538994801
ENSG00000261651,378,0.542328042
ENSG00000261652,930,0.379569892
ENSG00000261653,1129,0.428697963
ENSG00000261656,1728,0.528935185
ENSG00000261663,788,0.48857868
ENSG00000261664,1222,0.581833061
ENSG00000261666,1599,0.350218887
ENSG00000261667,1300,0.635384615
ENSG00000261668,3843,0.372885766
ENSG00000261669,579,0.438687392
ENSG00000261670,4597,0.409614966
ENSG00000261671,763,0.335517693
ENSG00000261673,391,0.391304348
ENSG00000261678,3980,0.670603015
ENSG00000261682,866,0.363741339
ENSG00000261683,3577,0.421582332
ENSG00000261684,3399,0.431303325
ENSG00000261687,532,0.441729323
ENSG00000261691,476,0.737394958
ENSG00000261693,3377,0.598164051
ENSG00000261695,579,0.417962003
ENSG00000261696,1459,0.376970528
ENSG00000261701,1924,0.494802495
ENSG00000261703,352,0.482954545
ENSG00000261704,392,0.533163265
ENSG00000261706,824,0.55461165
ENSG00000261707,800,0.44125
ENSG00000261710,1793,0.581148912
ENSG00000261715,1226,0.386623165
ENSG00000261717,530,0.411320755
ENSG00000261720,879,0.672354949
ENSG00000261722,335,0.450746269
ENSG00000261723,627,0.46092504
ENSG00000261728,2243,0.324119483
ENSG00000261729,1354,0.428360414
ENSG00000261730,1277,0.64917776
ENSG00000261731,441,0.52154195
ENSG00000261732,5326,0.562711228
ENSG00000261734,2314,0.369490061
ENSG00000261737,NA,NA
ENSG00000261738,16331,0.412467087
ENSG00000261739,5459,0.430481773
ENSG00000261740,3417,0.36991513
ENSG00000261742,2325,0.425806452
ENSG00000261743,556,0.327338129
ENSG00000261744,733,0.63574352
ENSG00000261749,2061,0.40708394
ENSG00000261751,2085,0.553956835
ENSG00000261754,2757,0.4044251
ENSG00000261757,1640,0.298170732
ENSG00000261758,3151,0.437321485
ENSG00000261759,1137,0.462620932
ENSG00000261760,820,0.463414634
ENSG00000261762,2154,0.39461467
ENSG00000261763,3945,0.424841572
ENSG00000261766,544,0.53125
ENSG00000261770,3666,0.46863066
ENSG00000261775,361,0.48199446
ENSG00000261779,206,0.548543689
ENSG00000261781,2471,0.498583569
ENSG00000261786,5067,0.457864614
ENSG00000261787,2590,0.545945946
ENSG00000261789,1662,0.484356197
ENSG00000261790,2291,0.644696639
ENSG00000261793,460,0.67826087
ENSG00000261794,5188,0.419622205
ENSG00000261795,3208,0.570137157
ENSG00000261796,4868,0.456655711
ENSG00000261797,385,0.431168831
ENSG00000261798,1196,0.641304348
ENSG00000261800,1220,0.569672131
ENSG00000261801,5421,0.471684191
ENSG00000261803,2560,0.487109375
ENSG00000261804,1517,0.491760053
ENSG00000261807,6586,0.360461585
ENSG00000261810,488,0.49795082
ENSG00000261811,672,0.433035714
ENSG00000261815,1235,0.450202429
ENSG00000261816,444,0.493243243
ENSG00000261817,506,0.498023715
ENSG00000261818,428,0.495327103
ENSG00000261821,4946,0.502426203
ENSG00000261822,710,0.442253521
ENSG00000261823,839,0.382598331
ENSG00000261824,33198,0.422103741
ENSG00000261826,2709,0.34662237
ENSG00000261831,447,0.422818792
ENSG00000261832,4192,0.511211832
ENSG00000261833,NA,NA
ENSG00000261834,414,0.504830918
ENSG00000261838,496,0.469758065
ENSG00000261839,2830,0.430742049
ENSG00000261840,1355,0.663468635
ENSG00000261842,2216,0.488718412
ENSG00000261845,1190,0.488235294
ENSG00000261848,792,0.450757576
ENSG00000261856,885,0.447457627
ENSG00000261857,1160,0.547413793
ENSG00000261863,1273,0.498036135
ENSG00000261872,673,0.402674591
ENSG00000261873,2091,0.443806791
ENSG00000261879,4439,0.514079748
ENSG00000261884,5685,0.567810026
ENSG00000261886,395,0.450632911
ENSG00000261888,2656,0.570783133
ENSG00000261889,748,0.512032086
ENSG00000261898,480,0.547916667
ENSG00000261915,2571,0.559315441
ENSG00000261924,4207,0.613025909
ENSG00000261934,4899,0.534598898
ENSG00000261938,329,0.489361702
ENSG00000261949,2110,0.560189573
ENSG00000261959,1794,0.530100334
ENSG00000261971,7247,0.538705671
ENSG00000261976,457,0.599562363
ENSG00000261978,418,0.511961722
ENSG00000261996,879,0.472127418
ENSG00000261997,3828,0.338035528
ENSG00000262001,3675,0.448163265
ENSG00000262003,820,0.482926829
ENSG00000262006,492,0.544715447
ENSG00000262011,686,0.406705539
ENSG00000262020,610,0.450819672
ENSG00000262031,494,0.421052632
ENSG00000262039,382,0.520942408
ENSG00000262049,1994,0.621364092
ENSG00000262050,1596,0.530075188
ENSG00000262052,585,0.343589744
ENSG00000262075,5021,0.613224457
ENSG00000262079,1763,0.473057289
ENSG00000262089,343,0.437317784
ENSG00000262094,2625,0.490285714
ENSG00000262097,5218,0.425642008
ENSG00000262098,368,0.586956522
ENSG00000262099,398,0.442211055
ENSG00000262112,538,0.542750929
ENSG00000262115,805,0.639751553
ENSG00000262116,443,0.41986456
ENSG00000262117,1328,0.429216867
ENSG00000262133,585,0.507692308
ENSG00000262136,990,0.570707071
ENSG00000262147,318,0.550314465
ENSG00000262151,742,0.420485175
ENSG00000262155,5675,0.472070485
ENSG00000262160,3177,0.430280138
ENSG00000262165,644,0.690993789
ENSG00000262171,536,0.425373134
ENSG00000262179,854,0.557377049
ENSG00000262180,NA,NA
ENSG00000262188,2480,0.562096774
ENSG00000262198,3062,0.369039843
ENSG00000262202,637,0.562009419
ENSG00000262209,4775,0.547015707
ENSG00000262211,797,0.447929737
ENSG00000262213,340,0.576470588
ENSG00000262223,5071,0.579767304
ENSG00000262227,702,0.612535613
ENSG00000262228,1755,0.407977208
ENSG00000262246,8793,0.53781417
ENSG00000262267,2500,0.424
ENSG00000262292,1486,0.53230148
ENSG00000262294,748,0.501336898
ENSG00000262296,195,0.384615385
ENSG00000262298,549,0.455373406
ENSG00000262302,489,0.63599182
ENSG00000262304,4753,0.546181359
ENSG00000262312,2955,0.532318105
ENSG00000262313,494,0.532388664
ENSG00000262319,2673,0.56416012
ENSG00000262332,542,0.54797048
ENSG00000262339,628,0.46656051
ENSG00000262343,324,0.512345679
ENSG00000262352,1432,0.465782123
ENSG00000262358,398,0.505025126
ENSG00000262370,2125,0.511529412
ENSG00000262372,304,0.440789474
ENSG00000262406,1822,0.375411636
ENSG00000262412,1002,0.53493014
ENSG00000262413,762,0.648293963
ENSG00000262420,2597,0.564882557
ENSG00000262429,474,0.613924051
ENSG00000262434,486,0.520576132
ENSG00000262445,870,0.570114943
ENSG00000262454,6049,0.479748719
ENSG00000262456,1065,0.610328638
ENSG00000262468,5267,0.49325992
ENSG00000262477,NA,NA
ENSG00000262481,2557,0.535393039
ENSG00000262482,510,0.578431373
ENSG00000262484,1085,0.593548387
ENSG00000262521,454,0.427312775
ENSG00000262526,776,0.474226804
ENSG00000262528,1417,0.657727594
ENSG00000262529,415,0.289156627
ENSG00000262533,422,0.54028436
ENSG00000262543,1266,0.499210111
ENSG00000262558,913,0.577217963
ENSG00000262560,2326,0.483662941
ENSG00000262576,4887,0.543278085
ENSG00000262580,5122,0.575165951
ENSG00000262585,5271,0.595902106
ENSG00000262619,7203,0.435790643
ENSG00000262621,NA,NA
ENSG00000262624,327,0.617737003
ENSG00000262628,939,0.529286475
ENSG00000262633,1876,0.490938166
ENSG00000262655,5317,0.485236035
ENSG00000262660,1922,0.627991675
ENSG00000262662,549,0.575591985
ENSG00000262663,504,0.529761905
ENSG00000262664,1031,0.600387973
ENSG00000262668,NA,NA
ENSG00000262678,542,0.669741697
ENSG00000262681,3370,0.53264095
ENSG00000262686,340,0.664705882
ENSG00000262692,291,0.487972509
ENSG00000262693,490,0.5
ENSG00000262703,1095,0.526940639
ENSG00000262714,2142,0.355275444
ENSG00000262728,1813,0.449531164
ENSG00000262730,348,0.545977011
ENSG00000262732,4959,0.385158298
ENSG00000262768,607,0.518945634
ENSG00000262769,730,0.412328767
ENSG00000262772,3495,0.509298999
ENSG00000262777,691,0.535455861
ENSG00000262786,1885,0.538992042
ENSG00000262791,459,0.5708061
ENSG00000262801,3210,0.431152648
ENSG00000262810,528,0.460227273
ENSG00000262814,1009,0.646184341
ENSG00000262815,513,0.49122807
ENSG00000262823,1059,0.598677998
ENSG00000262831,529,0.534971645
ENSG00000262833,3204,0.547752809
ENSG00000262837,416,0.514423077
ENSG00000262848,567,0.428571429
ENSG00000262873,2295,0.563398693
ENSG00000262874,1464,0.530737705
ENSG00000262877,1628,0.594594595
ENSG00000262881,759,0.449275362
ENSG00000262884,2546,0.57384132
ENSG00000262890,NA,NA
ENSG00000262898,4181,0.527864147
ENSG00000262899,821,0.415347138
ENSG00000262903,874,0.648741419
ENSG00000262905,592,0.506756757
ENSG00000262919,1677,0.548598688
ENSG00000262920,432,0.625
ENSG00000262921,537,0.489757914
ENSG00000262950,2043,0.518844836
ENSG00000262952,NA,NA
ENSG00000262966,5672,0.540197461
ENSG00000262967,670,0.437313433
ENSG00000262983,573,0.467713787
ENSG00000262995,1069,0.44059869
ENSG00000262999,2279,0.500658183
ENSG00000263001,11303,0.441033354
ENSG00000263002,5217,0.440674717
ENSG00000263004,2008,0.457171315
ENSG00000263015,493,0.545638945
ENSG00000263020,2524,0.537242472
ENSG00000263033,1055,0.576303318
ENSG00000263041,2215,0.372911964
ENSG00000263050,443,0.465011287
ENSG00000263051,235,0.417021277
ENSG00000263063,898,0.491091314
ENSG00000263065,550,0.547272727
ENSG00000263069,6584,0.490735115
ENSG00000263072,14513,0.543374905
ENSG00000263080,1134,0.430335097
ENSG00000263081,280,0.517857143
ENSG00000263089,4281,0.476991357
ENSG00000263096,1740,0.470114943
ENSG00000263098,413,0.581113801
ENSG00000263105,318,0.51572327
ENSG00000263110,571,0.54290718
ENSG00000263126,3907,0.59099053
ENSG00000263154,665,0.583458647
ENSG00000263155,2598,0.475750577
ENSG00000263159,244,0.549180328
ENSG00000263164,498,0.493975904
ENSG00000263165,512,0.447265625
ENSG00000263167,362,0.649171271
ENSG00000263171,421,0.536817102
ENSG00000263176,578,0.503460208
ENSG00000263201,1185,0.485232068
ENSG00000263207,613,0.55954323
ENSG00000263218,455,0.641758242
ENSG00000263220,512,0.490234375
ENSG00000263234,582,0.436426117
ENSG00000263237,615,0.427642276
ENSG00000263253,352,0.457386364
ENSG00000263257,1777,0.472706809
ENSG00000263264,NA,NA
ENSG00000263271,424,0.698113208
ENSG00000263272,1938,0.443240454
ENSG00000263279,483,0.480331263
ENSG00000263280,1323,0.477702192
ENSG00000263293,1346,0.530460624
ENSG00000263300,478,0.529288703
ENSG00000263301,330,0.6
ENSG00000263305,610,0.286885246
ENSG00000263307,710,0.532394366
ENSG00000263312,549,0.604735883
ENSG00000263316,539,0.463821892
ENSG00000263317,308,0.503246753
ENSG00000263321,333,0.555555556
ENSG00000263325,265,0.603773585
ENSG00000263327,2763,0.501628664
ENSG00000263331,405,0.481481481
ENSG00000263335,836,0.539473684
ENSG00000263342,415,0.595180723
ENSG00000263345,1234,0.578606159
ENSG00000263353,760,0.457894737
ENSG00000263370,270,0.481481481
ENSG00000263382,1474,0.400949796
ENSG00000263388,171,0.549707602
ENSG00000263393,553,0.446654611
ENSG00000263394,757,0.524438573
ENSG00000263400,2716,0.514359352
ENSG00000263417,694,0.374639769
ENSG00000263424,3305,0.393645991
ENSG00000263427,517,0.408123791
ENSG00000263429,1653,0.55353902
ENSG00000263435,323,0.510835913
ENSG00000263438,3758,0.381852049
ENSG00000263443,501,0.479041916
ENSG00000263450,558,0.388888889
ENSG00000263464,NA,NA
ENSG00000263465,4307,0.450661713
ENSG00000263466,437,0.469107551
ENSG00000263477,893,0.433370661
ENSG00000263489,502,0.669322709
ENSG00000263494,195,0.512820513
ENSG00000263499,1412,0.507082153
ENSG00000263501,562,0.434163701
ENSG00000263508,1219,0.474979491
ENSG00000263513,2395,0.437995825
ENSG00000263520,277,0.512635379
ENSG00000263528,3791,0.582432076
ENSG00000263531,831,0.417569194
ENSG00000263551,2307,0.466406589
ENSG00000263553,NA,NA
ENSG00000263567,505,0.485148515
ENSG00000263571,4110,0.490510949
ENSG00000263574,2458,0.548006509
ENSG00000263585,450,0.568888889
ENSG00000263586,815,0.500613497
ENSG00000263588,453,0.445916115
ENSG00000263590,5243,0.532138089
ENSG00000263594,629,0.327503975
ENSG00000263603,894,0.55033557
ENSG00000263609,2113,0.408424042
ENSG00000263611,1106,0.419529837
ENSG00000263612,947,0.543822598
ENSG00000263613,517,0.479690522
ENSG00000263618,916,0.395196507
ENSG00000263620,460,0.623913043
ENSG00000263622,312,0.362179487
ENSG00000263624,1231,0.508529651
ENSG00000263627,379,0.472295515
ENSG00000263635,467,0.492505353
ENSG00000263637,302,0.420529801
ENSG00000263639,926,0.433045356
ENSG00000263644,591,0.492385787
ENSG00000263655,493,0.46653144
ENSG00000263657,576,0.477430556
ENSG00000263667,2778,0.450323974
ENSG00000263674,326,0.524539877
ENSG00000263677,2694,0.383444692
ENSG00000263680,833,0.417767107
ENSG00000263683,427,0.49882904
ENSG00000263684,1033,0.513068732
ENSG00000263688,264,0.431818182
ENSG00000263698,1039,0.410009625
ENSG00000263707,335,0.543283582
ENSG00000263708,259,0.351351351
ENSG00000263709,323,0.631578947
ENSG00000263715,2771,0.573078311
ENSG00000263718,1507,0.637690776
ENSG00000263724,5198,0.425933051
ENSG00000263731,2682,0.436987323
ENSG00000263745,6656,0.413611779
ENSG00000263753,10094,0.412026947
ENSG00000263756,577,0.64644714
ENSG00000263761,3309,0.557872469
ENSG00000263765,1748,0.400457666
ENSG00000263766,1586,0.502522068
ENSG00000263787,687,0.442503639
ENSG00000263797,544,0.411764706
ENSG00000263809,3087,0.454162617
ENSG00000263812,NA,NA
ENSG00000263821,1101,0.40236149
ENSG00000263823,1588,0.58186398
ENSG00000263826,2400,0.475
ENSG00000263843,2527,0.607835378
ENSG00000263847,544,0.470588235
ENSG00000263859,782,0.382352941
ENSG00000263860,280,0.557142857
ENSG00000263862,1721,0.438117374
ENSG00000263863,242,0.388429752
ENSG00000263874,3692,0.421180932
ENSG00000263878,2545,0.401178782
ENSG00000263884,2186,0.474382434
ENSG00000263893,889,0.451068616
ENSG00000263923,622,0.461414791
ENSG00000263924,348,0.402298851
ENSG00000263952,800,0.41625
ENSG00000263956,5946,0.498486377
ENSG00000263958,3286,0.412659769
ENSG00000263961,1721,0.482277745
ENSG00000263970,193,0.305699482
ENSG00000263982,398,0.43718593
ENSG00000263986,504,0.48015873
ENSG00000263990,488,0.463114754
ENSG00000264000,456,0.421052632
ENSG00000264012,359,0.462395543
ENSG00000264015,843,0.487544484
ENSG00000264016,1024,0.5
ENSG00000264019,527,0.419354839
ENSG00000264023,404,0.574257426
ENSG00000264026,2494,0.501603849
ENSG00000264031,187,0.422459893
ENSG00000264044,1515,0.508910891
ENSG00000264058,5393,0.342295568
ENSG00000264066,999,0.510510511
ENSG00000264067,641,0.485179407
ENSG00000264072,422,0.409952607
ENSG00000264078,480,0.520833333
ENSG00000264080,574,0.369337979
ENSG00000264083,563,0.474245115
ENSG00000264107,492,0.558943089
ENSG00000264108,211,0.507109005
ENSG00000264112,5812,0.408981418
ENSG00000264116,2757,0.438520131
ENSG00000264125,697,0.463414634
ENSG00000264131,189,0.338624339
ENSG00000264149,417,0.357314149
ENSG00000264151,3244,0.396115906
ENSG00000264174,662,0.456193353
ENSG00000264177,4955,0.530776993
ENSG00000264187,1693,0.564678086
ENSG00000264196,624,0.463141026
ENSG00000264207,1234,0.479740681
ENSG00000264212,922,0.360086768
ENSG00000264215,1514,0.418758256
ENSG00000264230,2860,0.545804196
ENSG00000264232,1269,0.358550039
ENSG00000264235,1063,0.455315146
ENSG00000264243,816,0.537990196
ENSG00000264247,5411,0.470523009
ENSG00000264254,471,0.394904459
ENSG00000264260,1654,0.420798065
ENSG00000264262,254,0.456692913
ENSG00000264263,NA,NA
ENSG00000264265,500,0.594
ENSG00000264269,659,0.491654021
ENSG00000264270,637,0.494505495
ENSG00000264272,513,0.467836257
ENSG00000264273,463,0.501079914
ENSG00000264278,1295,0.546718147
ENSG00000264301,1336,0.493263473
ENSG00000264304,562,0.53024911
ENSG00000264324,5059,0.437240561
ENSG00000264334,788,0.422588832
ENSG00000264339,464,0.379310345
ENSG00000264340,331,0.419939577
ENSG00000264343,10231,0.408366729
ENSG00000264345,1731,0.426343154
ENSG00000264364,6807,0.477008961
ENSG00000264365,567,0.379188713
ENSG00000264404,2438,0.311730927
ENSG00000264421,380,0.434210526
ENSG00000264422,353,0.365439093
ENSG00000264424,6016,0.345578457
ENSG00000264434,468,0.35042735
ENSG00000264443,1445,0.496193772
ENSG00000264448,949,0.524762908
ENSG00000264449,3675,0.42585034
ENSG00000264451,701,0.467902996
ENSG00000264458,373,0.469168901
ENSG00000264464,2190,0.468493151
ENSG00000264472,559,0.389982111
ENSG00000264475,607,0.453047776
ENSG00000264486,776,0.50128866
ENSG00000264488,265,0.486792453
ENSG00000264490,1918,0.565172054
ENSG00000264491,460,0.573913043
ENSG00000264513,478,0.30334728
ENSG00000264514,548,0.450729927
ENSG00000264520,368,0.508152174
ENSG00000264522,12227,0.420544696
ENSG00000264545,622,0.506430868
ENSG00000264548,2368,0.600506757
ENSG00000264558,267,0.464419476
ENSG00000264569,742,0.502695418
ENSG00000264575,1875,0.5456
ENSG00000264577,899,0.461624027
ENSG00000264578,729,0.536351166
ENSG00000264587,986,0.444219067
ENSG00000264589,7356,0.547444263
ENSG00000264595,594,0.393939394
ENSG00000264622,469,0.518123667
ENSG00000264630,2647,0.418209294
ENSG00000264634,440,0.434090909
ENSG00000264643,307,0.498371336
ENSG00000264647,278,0.539568345
ENSG00000264659,3373,0.444411503
ENSG00000264660,621,0.489533011
ENSG00000264666,2309,0.577306193
ENSG00000264668,2897,0.643424232
ENSG00000264672,2477,0.472345579
ENSG00000264673,686,0.454810496
ENSG00000264693,661,0.570347958
ENSG00000264695,459,0.483660131
ENSG00000264699,1387,0.315789474
ENSG00000264701,531,0.495291902
ENSG00000264705,2074,0.337029894
ENSG00000264707,2044,0.380136986
ENSG00000264717,2033,0.571077226
ENSG00000264727,2607,0.330264672
ENSG00000264729,302,0.453642384
ENSG00000264734,720,0.420833333
ENSG00000264735,958,0.600208768
ENSG00000264739,2166,0.596029548
ENSG00000264745,817,0.52876377
ENSG00000264750,173,0.560693642
ENSG00000264765,771,0.377431907
ENSG00000264769,563,0.644760213
ENSG00000264785,446,0.585201794
ENSG00000264790,922,0.452277657
ENSG00000264791,375,0.456
ENSG00000264808,1898,0.516859852
ENSG00000264813,4862,0.558000823
ENSG00000264825,366,0.467213115
ENSG00000264829,352,0.497159091
ENSG00000264843,823,0.583232078
ENSG00000264859,2448,0.397875817
ENSG00000264869,876,0.415525114
ENSG00000264876,2097,0.374821173
ENSG00000264880,525,0.327619048
ENSG00000264914,459,0.461873638
ENSG00000264924,507,0.368836292
ENSG00000264932,563,0.341030195
ENSG00000264937,240,0.391666667
ENSG00000264954,3579,0.57809444
ENSG00000264956,3322,0.442203492
ENSG00000264964,5142,0.448269156
ENSG00000264968,965,0.456994819
ENSG00000264982,772,0.50388601
ENSG00000264985,4838,0.529144274
ENSG00000264990,1629,0.454266421
ENSG00000265000,1811,0.484262838
ENSG00000265008,473,0.509513742
ENSG00000265043,3703,0.526600054
ENSG00000265046,397,0.526448363
ENSG00000265055,1378,0.471698113
ENSG00000265069,2295,0.512854031
ENSG00000265073,754,0.420424403
ENSG00000265091,977,0.593654043
ENSG00000265096,2213,0.543154089
ENSG00000265100,1313,0.578827113
ENSG00000265101,523,0.62332696
ENSG00000265107,3288,0.481143552
ENSG00000265114,NA,NA
ENSG00000265115,561,0.47771836
ENSG00000265118,1242,0.392914654
ENSG00000265121,597,0.4639866
ENSG00000265125,1324,0.5
ENSG00000265126,567,0.590828924
ENSG00000265128,502,0.356573705
ENSG00000265139,271,0.380073801
ENSG00000265142,5825,0.325150215
ENSG00000265148,4877,0.554029116
ENSG00000265163,467,0.475374732
ENSG00000265168,298,0.516778523
ENSG00000265190,4955,0.541271443
ENSG00000265194,3017,0.397746105
ENSG00000265203,4290,0.605361305
ENSG00000265204,564,0.393617021
ENSG00000265205,499,0.511022044
ENSG00000265206,1645,0.634650456
ENSG00000265217,1231,0.432981316
ENSG00000265218,1357,0.422991894
ENSG00000265241,5321,0.442773915
ENSG00000265243,424,0.561320755
ENSG00000265246,614,0.506514658
ENSG00000265254,493,0.574036511
ENSG00000265263,NA,NA
ENSG00000265265,396,0.47979798
